1,2210.86,1752.27,2762.52,7
2,424.93,422.691,427.566,5
3,3092.41,2242.3,5400.62,5
4,138.324,115.986,214.753,8
5,2353.54,2110.81,2779.77,5
6,1795.95,815.831,2756.79,6
7,34.8883,33.0603,36.0528,6
8,149.507,124.162,196.412,6
9,11397.4,7999.08,22455.3,6
10,31714.6,30758,32509.1,5
11,339.602,332.432,359.046,5
12,6139.07,5429.61,8086.42,4
13,5192.04,3012.97,8431.76,8
14,1075.07,822.92,1807.71,8
15,7624.19,6297.62,10042.7,5
16,35173.9,34267.3,36043.4,5
17,3931.76,3538.01,5104.1,8
18,36025.7,34928.8,37622.5,6
19,471.283,281.969,646.434,6
20,339.166,329.728,344.88,7
21,368.478,363.59,372.639,7
22,1718,1279.04,2717.06,7
