1,2312.68,2312.68,2312.68,1
2,-nan,0,0,0
3,3202.37,3202.37,3202.37,1
4,150.257,150.257,150.257,1
5,2506.32,2506.32,2506.32,1
6,2354.53,2354.53,2354.53,1
7,36.2981,36.2981,36.2981,1
8,166.507,166.507,166.507,1
9,-nan,0,0,0
10,-nan,0,0,0
11,337.285,337.285,337.285,1
12,6399.15,6399.15,6399.15,1
13,2998.68,2998.68,2998.68,1
14,1036.25,1036.25,1036.25,1
15,8397.24,8397.24,8397.24,1
16,35541.7,35541.7,35541.7,1
17,-nan,0,0,0
18,44440.8,44440.8,44440.8,1
19,960.015,960.015,960.015,1
20,331.366,331.366,331.366,1
21,360.187,360.187,360.187,1
22,1578.55,1578.55,1578.55,1
