1,-nan,0,0,0
2,614.78,614.78,614.78,1
3,-nan,0,0,0
4,178.597,178.597,178.597,1
5,2242.17,2242.17,2242.17,1
6,2643.47,2643.47,2643.47,1
7,38.3479,38.3479,38.3479,1
8,199.444,199.444,199.444,1
9,-nan,0,0,0
10,44878.7,44878.7,44878.7,1
11,382.934,382.934,382.934,1
12,7566.53,5659.88,9473.17,2
13,4420.84,4420.84,4420.84,1
14,1682.49,1682.49,1682.49,1
15,8139.38,8139.38,8139.38,1
16,54040.1,54040.1,54040.1,1
17,6420.36,6420.36,6420.36,1
18,46532.7,46532.7,46532.7,1
19,-nan,0,0,0
20,372.521,372.521,372.521,1
21,408.876,401.683,416.068,2
22,2193.06,2193.06,2193.06,1
