100,13441
200,131456
300,242486
400,351291
500,467813
600,590717
700,709244
800,833674
900,957171
1000,1076870
1100,1190963
1200,1307504
1300,1423462
1400,1539846
1500,1659169
1600,1770332
1700,1891343
1800,2005488
1900,2126532
2000,2243327
2100,2360845
2200,2480267
2300,2598641
2400,2709072
2500,2830043
2600,2945619
2700,3061561
2800,3170564
2900,3287050
3000,3403460
3100,3516347
3200,3628315
3300,3739098
3400,3851662
3500,3964238
3600,4086620
3700,4209485
3800,4327418
3900,4442370
4000,4559636
4100,4679523
4200,4788604
4300,4899979
4400,5021420
4500,5138145
4600,5251647
4700,5365864
4800,5474969
4900,5592794
5000,5708737
5100,5818427
5200,5926658
5300,6037208
5400,6149518
5500,6263258
5600,6373064
5700,6478892
5800,6586824
5900,6707428
6000,6826201
6100,6933699
6200,7040760
6300,7150360
6400,7260734
6500,7369887
6600,7479902
6700,7595208
6800,7712788
6900,7823627
7000,7929681
7100,8033968
7200,8139466
7300,8244902
7400,8352688
7500,8463821
7600,8579549
7700,8692800
7800,8800538
7900,8910173
8000,9018084
8100,9126101
8200,9233961
8300,9343528
8400,9449679
8500,9556361
8600,9665481
8700,9774185
8800,9882498
8900,9988845
9000,10094399
9100,10203685
9200,10311381
9300,10419134
9400,10526538
9500,10635168
9600,10749254
9700,10862103
9800,10974247
9900,11082624
10000,11192099
10100,11299304
10200,11410253
10300,11520428
10400,11632126
10500,11742915
10600,11854282
10700,11968989
10800,12080933
10900,12194843
11000,12309771
11100,12426658
11200,12541975
11300,12662172
11400,12778456
11500,12894964
11600,13011250
11700,13126338
11800,13241388
11900,13350191
12000,13463361
12100,13580904
12200,13691136
12300,13800748
12400,13915377
12500,14024615
12600,14142245
12700,14256223
12800,14370755
12900,14484365
13000,14596805
13100,14715278
13200,14828597
13300,14947397
13400,15069278
13500,15187546
13600,15296757
13700,15414496
13800,15526061
13900,15638955
14000,15755380
14100,15870254
14200,15990328
14300,16106690
14400,16223154
14500,16341167
14600,16453567
14700,16571428
14800,16691574
14900,16811661
15000,16929006
15100,17050042
15200,17163973
15300,17282944
15400,17398940
15500,17513626
15600,17623599
15700,17739941
15800,17859349
15900,17975120
16000,18100292
16100,18223810
16200,18335809
16300,18462745
16400,18585326
16500,18702317
16600,18821071
16700,18941757
16800,19058791
16900,19174776
17000,19294906
17100,19415676
17200,19535771
17300,19652819
17400,19774534
17500,19896611
17600,20011566
17700,20128441
17800,20249906
17900,20368423
18000,20483260
18100,20605779
18200,20721924
18300,20844142
18400,20967049
18500,21080437
18600,21197213
18700,21312879
18800,21434172
18900,21547814
19000,21663915
19100,21779773
19200,21902364
19300,22012708
19400,22129738
19500,22240487
19600,22353482
19700,22471931
19800,22585931
19900,22695651
20000,22813614
20100,22923313
20200,23040793
20300,23157544
20400,23273469
20500,23391378
20600,23511505
20700,23625211
20800,23745493
20900,23859111
21000,23977338
21100,24087459
21200,24202502
21300,24313625
21400,24431810
21500,24546015
21600,24663135
21700,24781065
21800,24891941
21900,25014179
22000,25134486
22100,25245537
22200,25366543
22300,25485829
22400,25599409
22500,25713618
22600,25831943
22700,25950848
22800,26066842
22900,26182292
23000,26306500
23100,26424048
23200,26549783
23300,26657819
23400,26775073
23500,26892286
23600,27009680
23700,27123029
23800,27238092
23900,27346658
24000,27469133
24100,27590470
24200,27706398
24300,27825179
24400,27942898
24500,28060961
24600,28180203
24700,28296392
24800,28408430
24900,28523363
25000,28642062
25100,28761485
25200,28884964
25300,28996495
25400,29115306
25500,29231397
25600,29353598
25700,29481089
25800,29596721
25900,29703441
26000,29817182
26100,29940795
26200,30056772
26300,30172270
26400,30286438
26500,30396171
26600,30512924
26700,30628313
26800,30743073
26900,30860458
27000,30982321
27100,31101433
27200,31214443
27300,31335684
27400,31451618
27500,31573256
27600,31692333
27700,31807611
27800,31925422
27900,32038427
28000,32154599
28100,32276798
28200,32382789
28300,32495976
28400,32614596
28500,32731068
28600,32851833
28700,32968631
28800,33086204
28900,33207418
29000,33331148
29100,33449880
29200,33565183
29300,33684948
29400,33808162
29500,33928352
29600,34041140
29700,34155732
29800,34271219
29900,34386078
30000,34505271
100,34619795
200,34733824
300,34850146
400,34969680
500,35083087
600,35204382
700,35317943
800,35435463
900,35550701
1000,35670256
1100,35786583
1200,35899618
1300,36020312
1400,36134879
1500,36252036
1600,36364910
1700,36488541
1800,36610361
1900,36723113
2000,36841447
2100,36960085
2200,37074258
2300,37192158
2400,37313623
2500,37429541
2600,37548868
2700,37670391
2800,37787551
2900,37898960
3000,38017505
3100,38134933
3200,38250554
3300,38370915
3400,38486675
3500,38596725
3600,38713804
3700,38828498
3800,38943086
3900,39060989
4000,39179564
4100,39294012
4200,39415311
4300,39526789
4400,39644324
4500,39764210
4600,39882382
4700,39999309
4800,40115130
4900,40229066
5000,40340855
5100,40449501
5200,40568100
5300,40681667
5400,40800936
5500,40926371
5600,41042552
5700,41164923
5800,41279131
5900,41398703
6000,41525908
6100,41639754
6200,41754774
6300,41874438
6400,41991711
6500,42107948
6600,42225190
6700,42337212
6800,42455919
6900,42575552
7000,42696051
7100,42816193
7200,42936627
7300,43054771
7400,43177589
7500,43293409
7600,43413849
7700,43536905
7800,43651933
7900,43772560
8000,43887306
8100,44000790
8200,44121667
8300,44235107
8400,44350336
8500,44470216
8600,44587889
8700,44701363
8800,44816398
8900,44933101
9000,45047169
9100,45163187
9200,45271753
9300,45394341
9400,45510365
9500,45633970
9600,45754688
9700,45875855
9800,45994798
9900,46110986
10000,46225441
10100,46340453
10200,46459610
10300,46583497
10400,46706062
10500,46817058
10600,46928480
10700,47044541
10800,47159959
10900,47275292
11000,47393712
11100,47512155
11200,47624230
11300,47742544
11400,47866697
11500,47979994
11600,48090311
11700,48204983
11800,48323457
11900,48442459
12000,48565225
12100,48684266
12200,48805254
12300,48916530
12400,49032473
12500,49157063
12600,49270283
12700,49385926
12800,49507580
12900,49617839
13000,49728589
13100,49848424
13200,49968177
13300,50085814
13400,50203609
13500,50322931
13600,50442451
13700,50556458
13800,50667911
13900,50783225
14000,50900066
14100,51021117
14200,51141236
14300,51263019
14400,51378454
14500,51495564
14600,51608163
14700,51724367
14800,51836294
14900,51951471
15000,52064714
15100,52170932
15200,52293214
15300,52419435
15400,52535251
15500,52647271
15600,52766523
15700,52883238
15800,52998045
15900,53117175
16000,53235651
16100,53355448
16200,53472887
16300,53588757
16400,53708351
16500,53826955
16600,53946129
16700,54069284
16800,54178367
16900,54294687
17000,54402925
17100,54512898
17200,54627066
17300,54737316
17400,54861305
17500,54971435
17600,55084988
17700,55199989
17800,55315140
17900,55431288
18000,55541740
18100,55664596
18200,55782118
18300,55894051
18400,56009362
18500,56126609
18600,56239353
18700,56360114
18800,56473447
18900,56594208
19000,56711885
19100,56829727
19200,56949800
19300,57065787
19400,57180927
19500,57291460
19600,57408070
19700,57525907
19800,57647078
19900,57761197
20000,57873969
20100,57988297
20200,58115288
20300,58233717
20400,58354555
20500,58476343
20600,58583639
20700,58702643
20800,58818612
20900,58926376
21000,59052123
21100,59167492
21200,59285420
21300,59405434
21400,59518700
21500,59636958
21600,59750480
21700,59864708
21800,59986138
21900,60106922
22000,60223395
22100,60340716
22200,60458589
22300,60582958
22400,60703763
22500,60818589
22600,60936666
22700,61042666
22800,61160086
22900,61274316
23000,61383712
23100,61504865
23200,61621372
23300,61733334
23400,61857421
23500,61970005
23600,62093589
23700,62216027
23800,62339095
23900,62464837
24000,62576921
24100,62693122
24200,62808609
24300,62923663
24400,63045554
24500,63166188
24600,63288352
24700,63404097
24800,63526211
24900,63650125
25000,63771349
25100,63891047
25200,64010484
25300,64127394
25400,64246907
25500,64357545
25600,64470547
25700,64587521
25800,64700012
25900,64816725
26000,64935010
26100,65047511
26200,65165428
26300,65282575
26400,65393703
26500,65509032
26600,65620907
26700,65727637
26800,65843383
26900,65955745
27000,66072793
27100,66192836
27200,66306333
27300,66425602
27400,66541356
27500,66648575
27600,66766427
27700,66893554
27800,67014229
27900,67125779
28000,67241667
28100,67358995
28200,67477849
28300,67595894
28400,67713473
28500,67830319
28600,67947774
28700,68066682
28800,68181132
28900,68295084
29000,68411809
29100,68531496
29200,68648660
29300,68761196
