100,106,0
200,365,0
300,728,0
400,1626,0
500,2405,0
600,3021,0
700,3563,0
800,4278,0
900,6177,0
1000,7418,0
1100,8725,0
1200,9368,0
1300,9945,0
1400,11106,0
1500,11769,0
1600,12039,0
1700,14254,0
1800,15434,0
1900,16551,0
2000,17915,0
2100,18607,1
2200,18607,6
2300,19600,6
2400,19622,6
2500,20082,6
2600,21169,7
2700,21392,8
2800,21611,8
2900,21709,8
3000,22684,8
3100,24396,8
3200,24709,8
3300,25440,8
3400,25863,8
3500,26937,8
3600,28123,8
3700,28489,8
3800,29900,8
3900,30702,8
4000,31990,8
4100,32728,8
4200,34162,8
4300,35409,9
4400,36643,10
4500,37483,10
4600,38425,10
4700,38615,10
4800,38828,10
4900,38850,10
5000,39149,10
5100,39228,10
5200,40051,10
5300,41929,12
5400,43055,12
5500,43358,14
5600,43709,14
5700,44690,14
5800,45094,15
5900,45139,15
6000,45197,15
6100,45991,15
6200,46430,15
6300,46643,16
6400,47326,16
6500,47995,16
6600,49080,16
6700,49703,16
6800,51790,16
6900,53301,16
7000,55553,23
7100,56254,23
7200,56788,23
7300,57439,23
7400,57893,23
7500,58639,23
7600,59276,23
7700,60089,23
7800,60473,23
7900,60929,23
8000,61399,23
8100,61748,23
8200,62006,23
8300,62367,23
8400,63070,24
8500,64013,24
8600,64862,24
8700,65334,24
8800,65760,24
8900,66336,24
9000,67018,24
9100,67590,24
9200,68227,24
9300,71127,24
9400,71562,26
9500,72811,27
9600,73613,28
9700,74889,30
9800,77056,30
9900,77082,30
10000,77629,30
10100,77987,30
10200,78406,30
10300,79265,30
10400,79989,30
10500,80631,31
10600,81093,31
10700,81376,32
10800,81632,32
10900,82028,32
11000,82508,35
11100,83174,35
11200,83876,35
11300,84590,35
11400,85243,35
11500,86314,35
11600,88053,35
11700,89630,35
11800,91672,35
11900,93217,35
12000,94142,35
12100,96398,35
12200,97926,36
12300,98923,36
12400,99954,36
12500,101106,36
12600,101312,36
12700,101921,36
12800,102702,36
12900,103384,37
13000,104189,37
13100,104964,37
13200,105349,37
13300,105489,37
13400,105713,37
13500,105940,37
13600,106223,37
13700,106519,38
13800,107026,38
13900,107598,39
14000,107946,39
14100,108348,39
14200,109172,40
14300,109913,40
14400,110292,42
14500,111014,42
14600,111843,43
14700,113013,43
14800,114249,43
14900,114662,43
15000,115676,43
15100,117312,43
15200,118534,43
15300,121294,43
15400,122905,45
15500,123269,45
15600,123567,45
15700,124101,45
15800,125746,45
15900,126484,46
16000,127239,47
16100,127823,47
16200,128196,47
16300,128405,47
16400,129067,47
16500,129657,47
16600,130423,47
16700,131242,52
16800,131301,53
16900,132116,53
17000,132656,53
17100,133449,54
17200,134563,54
17300,134824,54
17400,135237,54
17500,135582,54
17600,136917,54
17700,137757,54
17800,139265,54
17900,140866,54
18000,141676,54
18100,144927,54
18200,147547,54
18300,149332,54
18400,150522,54
18500,152190,54
18600,154666,54
18700,155344,56
18800,155751,57
18900,155892,58
19000,155984,58
19100,156006,58
19200,156109,58
19300,157137,59
19400,158464,59
19500,159675,59
19600,160360,59
19700,160536,59
19800,160833,59
19900,161457,59
20000,162205,59
20100,163798,59
20200,165505,59
20300,167435,59
20400,169514,59
20500,171393,59
20600,173360,59
20700,174455,60
20800,175369,60
20900,176220,60
21000,176304,60
21100,177101,60
21200,177520,60
21300,178833,60
21400,179636,60
21500,180230,62
21600,180647,62
21700,181483,62
21800,182620,63
21900,183818,63
22000,184929,63
22100,186226,63
22200,187451,64
22300,188703,64
22400,190186,64
22500,190613,65
22600,191229,65
22700,192073,65
22800,193715,65
22900,194614,65
23000,195551,66
23100,197069,68
23200,197817,68
23300,198028,68
23400,198366,68
23500,198989,68
23600,200055,68
23700,201843,68
23800,202627,68
23900,204363,68
24000,206034,68
24100,207902,68
24200,209341,71
24300,209961,73
24400,210588,73
24500,211707,73
24600,212875,73
24700,214760,73
24800,216300,73
24900,217858,73
25000,218539,73
25100,218970,74
25200,219633,74
25300,219980,74
25400,220233,74
25500,220667,74
25600,221053,74
25700,222051,74
25800,223395,74
25900,224886,74
26000,226138,74
26100,227204,75
26200,228616,75
26300,229234,75
26400,230949,75
26500,232298,75
26600,233816,75
26700,234576,76
26800,235439,76
26900,236285,76
27000,237242,76
27100,237910,77
27200,238541,77
27300,239939,79
27400,240239,80
27500,240727,80
27600,241291,80
27700,243022,80
27800,245317,80
27900,247475,80
28000,249056,80
28100,250428,80
28200,250946,80
28300,251565,81
28400,252795,81
28500,254858,81
28600,257111,81
28700,258782,81
28800,260685,81
28900,263072,81
29000,264028,81
29100,265543,81
29200,268605,81
29300,271018,82
29400,272011,83
29500,272114,85
29600,272370,85
29700,273560,86
29800,274162,87
29900,274492,87
30000,276099,87
30100,277383,87
30200,277710,87
30300,278210,88
30400,278648,88
30500,279332,88
30600,280274,88
30700,281376,88
30800,282561,89
30900,282961,89
31000,283485,89
31100,284037,90
31200,286017,90
31300,288054,90
31400,290942,90
31500,293055,90
31600,295787,90
31700,297339,90
31800,299917,90
31900,302899,90
32000,304966,90
32100,306635,90
32200,308178,90
32300,309618,90
32400,311334,91
32500,312465,91
32600,312692,91
32700,312966,91
32800,313439,91
32900,313439,91
33000,313461,91
33100,314270,92
33200,314911,92
33300,314911,92
33400,315889,93
33500,317518,93
33600,317979,93
33700,319734,93
33800,320386,93
33900,322166,93
34000,323690,93
34100,325147,94
34200,327238,94
34300,328832,95
34400,330446,95
34500,331814,95
34600,333622,95
34700,334672,95
34800,336467,95
34900,338055,95
35000,339649,95
35100,341450,97
35200,343105,97
35300,343913,97
35400,345412,97
35500,347087,98
35600,348170,98
35700,349419,98
35800,350736,98
35900,352706,98
36000,355118,98
36100,357210,98
36200,359686,98
36300,361215,98
36400,362233,98
36500,363745,98
36600,364589,99
36700,365734,100
36800,367126,100
36900,368105,100
37000,369882,100
37100,372841,100
37200,375248,100
37300,377224,101
37400,380139,101
37500,381547,101
37600,383450,101
37700,385182,101
37800,387648,101
37900,390211,101
38000,391361,102
38100,393178,102
38200,394978,102
38300,396915,102
38400,399048,103
38500,399344,103
38600,399965,103
38700,400190,103
38800,400967,103
38900,401591,103
39000,402120,103
39100,402695,103
39200,403257,103
39300,403295,103
39400,403422,103
39500,404357,103
39600,407185,103
39700,411102,104
39800,414419,104
39900,417428,104
40000,419783,104
40100,423234,104
40200,426044,104
40300,428153,104
40400,429841,105
40500,431926,105
40600,432785,105
40700,434364,106
40800,436021,106
40900,437345,106
41000,438191,106
41100,439159,106
41200,439501,106
41300,439826,106
41400,440902,106
41500,442342,106
41600,444593,106
41700,446519,108
41800,448200,108
41900,450784,108
42000,453064,109
42100,454095,109
42200,456683,109
42300,458164,109
42400,459090,109
42500,459711,109
42600,461913,109
42700,463501,109
42800,464507,109
42900,465351,109
43000,466436,110
43100,468463,110
43200,468895,111
43300,469035,111
43400,469035,112
43500,470149,113
43600,472976,115
43700,473115,115
43800,473164,115
43900,473704,115
44000,475833,116
44100,477631,116
44200,478379,116
44300,480724,116
44400,481565,116
44500,482813,116
44600,483568,116
44700,484838,116
44800,485943,116
44900,486317,116
45000,487362,118
45100,487384,118
45200,487384,118
45300,488876,119
45400,489660,121
45500,490109,121
45600,491417,123
45700,492070,124
45800,492372,125
45900,493961,125
46000,494715,125
46100,495216,125
46200,496359,125
46300,497336,125
46400,497576,125
46500,498324,125
46600,499197,125
46700,499314,125
46800,499855,125
46900,500564,125
47000,500682,125
47100,501934,125
47200,502250,125
47300,503527,125
47400,504626,125
47500,505371,125
47600,506501,125
47700,506883,125
47800,507478,125
47900,507859,125
48000,508940,125
48100,509427,125
48200,510248,125
48300,511043,125
48400,511392,125
48500,511883,128
48600,512531,129
48700,512788,129
48800,513191,129
48900,513526,132
49000,513539,132
49100,514177,132
49200,514467,133
49300,515183,133
49400,516047,133
49500,516328,133
49600,516900,133
49700,517370,133
49800,517650,133
49900,518159,133
50000,518760,133
50100,519298,133
50200,520036,134
50300,520524,136
50400,520571,138
50500,520893,138
50600,521195,138
50700,521611,138
50800,522265,138
50900,522652,141
51000,522909,141
51100,523555,141
51200,523704,141
51300,523790,143
51400,524858,144
51500,525556,144
51600,525698,144
51700,526295,144
51800,526818,146
51900,527116,147
52000,527593,147
52100,527901,147
52200,528601,147
52300,529315,147
52400,529810,147
52500,529921,147
52600,530414,150
52700,530515,150
52800,531304,150
52900,531737,150
53000,532311,150
53100,532659,150
53200,533149,151
53300,533464,152
53400,533617,153
53500,533727,154
53600,534450,154
53700,534986,155
53800,535057,155
53900,535150,155
54000,536021,155
54100,536355,155
54200,536939,155
54300,537632,156
54400,538224,157
54500,538594,158
54600,538967,160
54700,539353,161
54800,539822,161
54900,540330,166
55000,540809,166
55100,541165,166
55200,541659,166
55300,542317,168
55400,542499,168
55500,542671,168
55600,542922,171
55700,543472,171
55800,543903,172
55900,544452,174
56000,544499,174
56100,544686,174
56200,545174,174
56300,545764,174
56400,546565,174
56500,546992,174
56600,547432,174
56700,547653,174
56800,548176,174
56900,548814,174
57000,549447,175
57100,550034,175
57200,550447,175
57300,551043,175
57400,551782,175
57500,552253,175
57600,552932,175
57700,553420,175
57800,553635,176
57900,553671,176
58000,553743,176
58100,553923,178
58200,554558,179
58300,555028,179
58400,555479,181
58500,555806,181
58600,555923,181
58700,556395,181
58800,556897,181
58900,557334,181
59000,557821,181
59100,558446,181
59200,559117,181
59300,559452,181
59400,560068,181
59500,560795,182
59600,561099,183
59700,561344,184
59800,561686,184
59900,561805,188
60000,562417,188
100,562760,188
200,563202,188
300,563494,190
400,564274,190
500,564607,190
600,565049,190
700,565375,190
800,565937,190
900,566470,190
1000,567121,190
1100,567689,190
1200,568354,190
1300,568517,191
1400,568775,191
1500,569124,193
1600,569242,193
1700,569959,193
1800,570300,193
1900,570649,193
2000,571274,193
2100,572033,193
2200,573219,193
2300,573993,193
2400,574492,194
2500,575015,194
2600,575661,194
2700,576220,194
2800,576556,196
2900,577160,196
3000,577626,196
3100,578294,196
3200,579085,198
3300,579303,198
3400,579535,201
3500,579957,203
3600,580442,203
3700,580928,203
3800,581447,203
3900,582230,203
4000,582872,207
4100,583144,208
4200,583669,209
4300,583999,211
4400,584837,211
4500,585218,213
4600,585926,214
4700,586245,216
4800,586650,216
4900,587355,217
5000,587950,217
5100,588403,217
5200,589362,217
5300,589743,217
5400,590907,217
5500,592227,217
5600,592773,217
5700,594788,217
5800,595351,217
5900,595529,221
6000,596659,222
6100,597266,222
6200,597804,222
6300,599609,222
6400,600833,222
6500,602527,222
6600,604971,222
6700,607534,222
6800,609540,222
6900,611005,222
7000,613538,222
7100,615242,222
7200,616617,222
7300,619319,222
7400,620046,223
7500,620096,224
7600,620110,224
7700,621048,224
7800,623634,224
7900,624841,224
8000,629187,224
8100,631641,224
8200,633361,224
8300,637015,224
8400,639179,224
8500,640144,224
8600,642502,224
8700,643812,224
8800,646102,224
8900,647305,224
9000,648419,224
9100,650348,224
9200,650662,224
9300,652011,224
9400,652996,224
9500,654541,224
9600,657831,224
9700,661164,224
9800,663353,224
9900,665255,224
10000,667606,224
10100,668693,224
10200,670440,224
10300,673825,224
10400,677402,224
10500,678864,226
10600,680986,226
10700,681580,226
10800,682152,226
10900,684167,226
11000,686684,226
11100,688715,226
11200,691094,226
11300,693513,226
11400,695989,226
11500,699637,226
11600,702444,226
11700,704358,226
11800,706328,227
11900,708956,227
12000,710606,227
12100,712214,228
12200,714126,228
12300,716877,229
12400,719133,230
12500,719768,230
12600,720773,230
12700,721685,230
12800,722715,230
12900,723586,230
13000,724941,230
13100,729337,230
13200,732087,230
13300,734500,230
13400,736523,230
13500,739776,230
13600,743256,230
13700,746919,233
13800,748734,233
13900,750688,233
14000,752817,233
14100,755398,233
14200,756383,233
14300,758087,233
14400,759343,233
14500,761281,235
14600,762737,235
14700,765322,236
14800,766883,236
14900,768860,237
15000,770538,237
15100,771332,237
15200,773039,237
15300,774002,237
15400,777183,240
15500,781408,240
15600,783891,240
15700,788017,240
15800,790455,241
15900,792362,241
16000,796965,241
16100,799632,241
16200,802036,241
16300,804467,241
16400,806140,241
16500,808284,241
16600,811648,241
16700,814603,242
16800,816365,242
16900,817151,242
17000,820515,242
17100,821463,242
17200,823802,242
17300,827345,242
17400,831028,242
17500,834703,242
17600,837948,242
17700,841014,243
17800,843576,243
17900,845528,245
18000,846775,245
18100,848247,245
18200,849663,245
18300,851450,245
18400,853526,245
18500,857057,245
18600,859611,245
18700,862823,246
18800,865261,246
18900,867680,246
19000,870875,247
19100,871153,247
19200,871396,247
19300,871709,247
19400,872681,249
19500,875219,249
19600,878430,250
19700,881379,250
19800,882992,250
19900,885711,250
20000,888606,251
20100,891463,251
20200,894917,251
20300,899096,251
20400,903639,251
20500,906298,251
20600,909942,251
20700,913359,251
20800,915807,251
20900,917451,251
21000,919466,251
21100,920264,251
21200,921279,251
21300,922573,251
21400,925454,251
21500,927943,251
21600,931345,251
21700,935513,251
21800,939348,251
21900,941807,251
22000,944906,251
22100,949556,252
22200,951235,252
22300,955925,252
22400,957793,252
22500,959188,252
22600,960528,252
22700,962420,252
22800,964791,253
22900,967756,253
23000,969571,253
23100,971835,253
23200,973906,253
23300,976243,253
23400,978949,253
23500,980902,253
23600,982209,253
23700,983607,253
23800,983900,253
23900,984971,253
24000,986055,253
24100,988518,254
24200,990830,254
24300,993198,255
24400,994584,255
24500,995864,255
24600,997404,256
24700,1000712,256
24800,1003831,256
24900,1006906,256
25000,1009795,256
25100,1011256,257
25200,1013784,257
25300,1015503,257
25400,1018694,257
25500,1022681,257
25600,1025578,257
25700,1027919,257
25800,1031217,257
25900,1033827,257
26000,1037034,257
26100,1039728,257
26200,1042116,257
26300,1044795,257
26400,1048004,257
26500,1051152,257
26600,1052942,257
26700,1056640,257
26800,1059944,257
26900,1063394,257
27000,1066262,257
27100,1068708,258
27200,1069855,258
27300,1070939,258
27400,1071955,258
27500,1073895,258
27600,1077167,258
27700,1079139,259
27800,1080725,259
27900,1081627,259
28000,1083245,259
28100,1087832,260
28200,1090281,260
28300,1093161,260
28400,1098236,260
28500,1100496,260
28600,1104551,260
28700,1105886,260
28800,1110692,260
28900,1112409,260
29000,1116549,260
29100,1119153,260
29200,1120982,260
29300,1123342,260
29400,1124690,260
29500,1128691,260
29600,1132125,260
29700,1137092,260
29800,1141853,260
29900,1144581,260
30000,1147753,261
30100,1150248,261
30200,1152552,261
30300,1154661,261
30400,1155642,262
30500,1157164,262
30600,1159471,262
30700,1162755,262
30800,1164020,262
30900,1165946,262
31000,1170471,262
31100,1171494,262
31200,1174699,263
31300,1178601,263
31400,1183548,263
31500,1184273,263
31600,1186772,263
31700,1190407,263
31800,1193761,263
31900,1198254,263
32000,1200133,263
32100,1202090,263
32200,1203105,263
32300,1204971,263
32400,1209581,264
32500,1215480,264
32600,1218862,264
32700,1222865,264
32800,1226249,264
32900,1229363,264
33000,1232552,265
33100,1235636,265
33200,1237598,265
33300,1238998,265
33400,1239905,265
33500,1242690,266
33600,1247338,269
33700,1249925,269
33800,1251795,269
33900,1252145,269
34000,1254915,269
34100,1258528,271
34200,1261111,272
34300,1263712,272
34400,1266339,272
34500,1269448,272
34600,1271742,272
34700,1275541,272
34800,1278050,273
34900,1279460,274
35000,1280626,276
35100,1281204,278
35200,1283095,278
35300,1285602,278
35400,1289482,278
35500,1293385,278
35600,1297696,278
35700,1299211,278
35800,1302775,278
35900,1306608,279
36000,1310278,279
36100,1314645,279
36200,1318044,281
36300,1318970,281
36400,1321507,283
36500,1324436,283
36600,1328214,283
36700,1331263,283
36800,1332441,284
36900,1335919,285
37000,1337509,285
37100,1340210,285
37200,1343905,285
37300,1345899,287
37400,1348206,287
37500,1350025,287
37600,1352493,288
37700,1354729,289
37800,1356643,290
37900,1358773,290
38000,1359342,291
38100,1363559,291
38200,1367311,292
