1,118.939,22.4676,1017.2,154
2,162.768,55.4348,754.672,150
3,237.783,54.9829,1809.33,151
4,13.3506,3.99472,96.861,153
5,255.306,65.4408,1559.24,152
6,32.9225,8.34194,472.449,153
7,120.389,36.2963,1005.85,151
8,103.733,23.0638,843.68,155
9,201.978,52.102,1338.29,154
10,8558.74,4523.76,14866.7,148
11,83.4567,29.519,724.708,152
12,45.7341,13.6188,237.323,149
13,158.287,29.2129,1227.42,155
14,39.0087,9.27131,339.687,151
15,3420.64,2028.14,5555.69,153
16,7482.28,4925.19,11098.9,149
17,186.31,38.2853,1386.49,156
18,3107.01,1721.44,7168.41,148
19,58.8488,10.9407,746.064,155
20,185.5,49.8222,1174.79,152
21,181.867,51.5484,1012.87,151
22,133.625,35.3995,1140.73,154
