1,21548.5,21548.5,21548.5,1
2,40607.3,27607.2,53607.4,2
3,25963.5,19461.7,32465.4,2
4,35335.3,22973.4,56556.2,3
5,52668.8,27924.8,77412.8,2
6,5805.62,5805.62,5805.62,1
7,41018.3,23255.6,58781,2
8,60706.1,60706.1,60706.1,1
9,52149.8,46986.6,57312.9,2
10,74370.1,50581.3,98159,2
11,-nan,0,0,0
12,66581.1,66581.1,66581.1,1
13,14940.7,11102.2,18779.3,2
14,33111.5,17527.6,48695.3,2
15,28063.5,16375,37527.2,5
16,33331.7,20694.9,41400.3,3
17,89537.9,89537.9,89537.9,1
18,30077.4,17114.5,43040.2,2
19,28653.7,5912.91,51394.4,2
20,-nan,0,0,0
21,-nan,0,0,0
22,-nan,0,0,0
