1,6828.07,3555.19,13437,8
2,3977.54,932.721,11813.5,10
3,25221.8,14570.8,30412.5,6
4,8487.68,4063.86,14258.2,12
5,8920.8,5102.53,15324.1,12
6,4428.02,1601.24,13837,10
7,10858.4,7448.59,15504.7,9
8,12660.7,5243.8,24828,7
9,16784.8,3749.53,26882.1,8
10,9627.92,6150.44,12197.1,5
11,8174.01,3501.51,11288.2,7
12,5644.63,2766.01,7939.12,8
13,6292.82,2416.16,11769.2,6
14,4405.75,3358.07,5878.86,8
15,7005.95,4432.89,10408.5,6
16,5026.57,2292.75,7061.36,9
17,8602.23,1576.28,40295.8,10
18,20141.3,6196.72,57391.7,6
19,3943.45,2284.68,5133.07,9
20,8744.87,3299.68,18280.4,9
21,33787.3,8816.1,90583.1,8
22,6720.1,2646.39,16450.4,9
