1,25456.7,13350.4,48398.6,3
2,38065.4,12583.4,48317.4,5
3,14288.3,13465.4,15111.2,2
4,37123.3,23451.1,52249.3,5
5,37708.3,22243.9,47143.4,4
6,20366.4,9687.15,45147.1,5
7,48807.2,28722.7,88389.9,5
8,53849.2,39091.9,68247.6,6
9,63250.2,63250.2,63250.2,1
10,-nan,0,0,0
11,25370,8206.78,41928.4,8
12,26572.1,26572.1,26572.1,1
13,10323.3,6031.14,14615.5,2
14,37665.8,24629.9,70093.6,5
15,32957.7,32957.7,32957.7,1
16,38317.9,38317.9,38317.9,1
17,-nan,0,0,0
18,19452.7,8976.62,31702.5,4
19,29167.1,10708.2,44139.9,5
20,79826.8,62308,97345.5,2
21,85633.6,53222.2,118045,2
22,-nan,0,0,0
