1,68619.5,13846.4,96832,5
2,82790.8,10502.4,112986,5
3,22090.2,18584.4,27045.3,3
4,18575.6,8751.16,24940.6,5
5,62278.8,21572.2,84839.2,5
6,5882.13,4142.7,7868.55,4
7,52383.2,20803.5,83962.8,2
8,-nan,0,0,0
9,96743.6,96743.6,96743.6,1
10,-nan,0,0,0
11,62857.7,15656.9,109892,3
12,9272.71,4407.44,16090.8,3
13,37112.9,3963.44,96317.5,8
14,28851,9316.05,78707.3,5
15,57144.5,22137.7,83721.2,3
16,-nan,0,0,0
17,-nan,0,0,0
18,23955.7,17561.4,32802.4,3
19,65129.3,7549.25,111087,4
20,-nan,0,0,0
21,-nan,0,0,0
22,87006.3,87006.3,87006.3,1
