1,40257.1,16381.8,71890.9,3
2,59515.1,13947.7,105082,2
3,58415.8,27358.5,110815,3
4,38206.7,4515.62,101662,5
5,56675.1,51905.2,65920.7,3
6,11820.5,2757.05,23147.3,5
7,96200.2,87718.8,104682,2
8,102198,90724.4,116667,4
9,65990.4,65990.4,65990.4,1
10,-nan,0,0,0
11,88266.9,51448.9,113876,3
12,36922,8840.19,65003.8,2
13,38779.4,8100.45,87365.3,8
14,3360.32,3259.87,3460.77,2
15,51472.5,51472.5,51472.5,1
16,-nan,0,0,0
17,-nan,0,0,0
18,30981.1,30444.8,31642.9,3
19,18701.7,18701.7,18701.7,1
20,-nan,0,0,0
21,-nan,0,0,0
22,84060.1,84060.1,84060.1,1
