1,98648.1,53188.3,132237,5
2,98819.1,21668.6,243640,3
3,-nan,0,0,0
4,102447,79419.2,124289,3
5,113146,113146,113146,1
6,72476.2,45558.1,112034,5
7,130871,79129.5,182612,2
8,193128,62928.7,242702,7
9,159316,159316,159316,1
10,-nan,0,0,0
11,97914.1,97914.1,97914.1,1
12,246276,216466,261502,3
13,182361,38184.9,252577,8
14,72844.3,37239,108450,2
15,-nan,0,0,0
16,108454,108346,108563,2
17,75977.7,75977.7,75977.7,1
18,179978,175223,187542,3
19,70076.6,30388.9,92029.1,3
20,77529.4,47381.6,96994.5,4
21,-nan,0,0,0
22,79133.1,79133.1,79133.1,1
