1,761.103,468.817,1499.78,8
2,486.065,193.449,1412.71,9
3,998.144,635.742,1432.83,8
4,4218.34,3566.08,5238.35,8
5,1671.04,1362.02,2539.83,8
6,555.06,459.978,972.606,9
7,1314.99,645.731,2727.26,8
8,799.51,420.511,1188.37,9
9,1852.11,1597.36,2377.31,9
10,941.723,540.608,2071.01,8
11,222.241,63.9114,1091.58,10
12,648.48,360.862,1349.53,8
13,1125.67,793.074,1690.17,8
14,532.981,277.912,834.722,9
15,1363.83,875.114,2019.17,9
16,925.737,544.569,2091.63,8
17,1033.05,566.04,1790.4,9
18,3654.98,2835.83,4586.37,8
19,545.573,327.85,1547.45,8
20,737.361,431.775,1641.84,9
21,3229.97,2413.35,3723.59,8
22,534.123,239.959,1354.05,8
