1,28.3859,11.7093,68.6659,47
2,16.1535,11.458,24.4515,47
3,68.9287,22.5107,152.346,46
4,3.72141,1.71247,9.69491,47
5,36.4503,19.6172,83.3,47
6,16.7815,8.61537,40.0476,46
7,22.5474,13.6201,60.4784,47
8,19.298,10.6848,61.8789,46
9,30.4105,15.7181,86.714,47
10,782.172,659.139,977.538,46
11,6.96211,5.25781,13.6323,47
12,22.967,11.3335,68.1424,46
13,21.649,13.6916,39.1143,47
14,18.3501,9.35014,49.9546,47
15,151.248,94.6014,241.034,47
16,187.596,174.163,203.324,47
17,38.1489,19.0821,65.3706,47
18,984.611,238.066,2029.6,47
19,20.9185,10.5763,51.3643,47
20,30.4541,18.3428,60.8765,46
21,28.9655,14.1921,69.1339,46
22,19.8273,11.2673,49.9648,46
