1,64.9086,21.9732,1349.4,36
2,295.395,254.182,866.212,42
3,1705.83,1474.13,2817.99,39
4,56.0742,1.39816,1766.8,37
5,7169.18,4080.41,14488.6,36
6,23.2206,1.1053,623.472,37
7,322.706,3.17449,4404.76,38
8,171.912,2.67169,1006.97,42
9,728.58,601.633,1505.5,37
10,39386,38114.1,45406.7,32
11,328.902,289.128,529.93,35
12,261.853,2.03689,2196.48,37
13,522.521,281.325,5973.45,32
14,11.1215,1.58218,103.62,39
15,6919.75,4498.24,27969.3,34
16,11096.2,9516.78,12908,34
17,515.497,458.822,896.011,36
18,7232.91,6162.59,9125.25,34
19,456.55,416.228,645.427,40
20,233.866,184.232,799.286,40
21,28669.4,23323.9,33768.8,32
22,1561.68,1493.47,1821.92,36
