100,19623
200,44037
300,68706
400,93185
500,117416
600,142480
700,166953
800,191954
900,217148
1000,242355
1100,267684
1200,292807
1300,318145
1400,343117
1500,367658
1600,392818
1700,418043
1800,443407
1900,468807
2000,494151
2100,519278
2200,544675
2300,569850
2400,595200
2500,620596
2600,645981
2700,671029
2800,696134
2900,721254
3000,745922
3100,770934
3200,796059
3300,821065
3400,846040
3500,871060
3600,896392
3700,921248
3800,946271
3900,971516
4000,996399
4100,1021108
4200,1045792
4300,1070821
4400,1095669
4500,1120417
4600,1145289
4700,1170308
4800,1195270
4900,1220421
5000,1245453
5100,1270035
5200,1294911
5300,1319421
5400,1344192
5500,1368937
5600,1393899
5700,1418506
5800,1443010
5900,1467607
6000,1492226
6100,1516906
6200,1541604
6300,1566330
6400,1590961
6500,1615565
6600,1640384
6700,1664896
6800,1689570
6900,1714241
7000,1738881
7100,1763450
7200,1787980
7300,1812567
7400,1836977
7500,1861699
7600,1886323
7700,1910563
7800,1935150
7900,1959670
8000,1984189
8100,2008847
8200,2033277
8300,2057686
8400,2082154
8500,2106815
8600,2131461
8700,2156073
8800,2179803
8900,2204181
9000,2228698
9100,2253271
9200,2277848
9300,2302238
9400,2326709
9500,2350951
9600,2375495
9700,2399692
9800,2423896
9900,2448221
10000,2472394
10100,2496607
10200,2521207
10300,2545626
10400,2570297
10500,2594697
10600,2618904
10700,2643363
10800,2667848
10900,2692093
11000,2716220
11100,2740647
11200,2765124
11300,2789871
11400,2814485
11500,2839173
11600,2864054
11700,2888488
11800,2912920
11900,2937453
12000,2961967
12100,2986447
12200,3010754
12300,3035055
12400,3059709
12500,3084296
12600,3108562
12700,3132849
12800,3157161
12900,3181372
13000,3205460
13100,3230233
13200,3255195
13300,3279667
13400,3304201
13500,3328850
13600,3353531
13700,3377789
13800,3402292
13900,3426530
14000,3451054
14100,3474994
14200,3499255
14300,3523514
14400,3548117
14500,3572524
14600,3597080
14700,3621731
14800,3646369
14900,3670871
15000,3695523
15100,3720282
15200,3744767
15300,3769114
15400,3793724
15500,3818576
