1,1440.47,1345.54,1587.93,4
2,82775.3,1767.68,242683,3
3,7756.29,3737.79,11774.8,2
4,60938.5,5717.35,220981,4
5,-nan,0,0,0
6,394.401,105.928,712.779,5
7,11452.9,11452.9,11452.9,1
8,8798.06,2915.52,23107.8,6
9,8565.93,7384.68,9736.86,4
10,-nan,0,0,0
11,50021.9,1432.39,190712,4
12,4597.72,1580.02,7615.41,2
13,28241.2,23391.4,34383.5,3
14,1677.95,1677.95,1677.95,1
15,8378.61,8378.61,8378.61,1
16,-nan,0,0,0
17,2859.62,1874.22,4213.81,4
18,-nan,0,0,0
19,24413.5,2504.06,56072.8,4
20,8662.38,8662.38,8662.38,1
21,18514.7,17445.3,19584.1,2
22,6301.75,3836.12,11216.4,3
