1,1014.89,545.78,1695.92,3
2,2425.99,2425.99,2425.99,1
3,12801.3,3807.16,21795.5,2
4,48337.4,8711.75,127322,3
5,141331,141331,141331,1
6,513.886,226.932,826.335,6
7,221417,221417,221417,1
8,18253.8,3090.34,47159.1,4
9,6896.51,5891.81,8337.98,3
10,268292,268292,268292,1
11,2883.32,1633.14,4946.4,3
12,5978.03,5978.03,5978.03,1
13,58486.7,17797.3,99176,2
14,78037.9,2285.2,153791,2
15,-nan,0,0,0
16,-nan,0,0,0
17,5423.87,1729.91,9117.83,2
18,-nan,0,0,0
19,11858.2,3069.02,24366.2,4
20,10579.4,5709.64,15449.2,2
21,-nan,0,0,0
22,20011.5,3810.79,36212.3,2
