1,1094.63,882.597,1306.66,2
2,9536.61,4150.81,29127.8,6
3,89034.6,5249.68,144077,3
4,11961.8,8886.51,18937.1,4
5,81157.2,3861.07,164611,5
6,1053.8,511.624,2416.65,5
7,65507.1,10058.3,120956,2
8,23562,3523.22,75481.7,6
9,9443.6,8528.97,10358.2,2
10,143680,143680,143680,1
11,8471.08,5519.54,10905.1,5
12,25164.4,4038.14,70267.1,5
13,-nan,0,0,0
14,115577,89305.6,141848,2
15,126907,126907,126907,1
16,-nan,0,0,0
17,69186.3,4965.26,181539,3
18,-nan,0,0,0
19,21752.7,4645.18,70618.1,4
20,7879.86,6390.8,10022.3,3
21,138301,135692,140910,2
22,13185.3,6018.47,23359.4,3
