1,55020,1931.85,257717,7
2,32972.9,3819.09,225272,11
3,186893,6946.02,306233,5
4,22655.6,11569.5,29939.1,5
5,68015.8,4441.13,282513,8
6,2155.03,321.643,6739.93,7
7,259250,250156,271762,3
8,24654.3,4747.97,31943.4,8
9,148033,18442.5,249094,3
10,-nan,0,0,0
11,60904.2,3781.91,253962,5
12,5230.2,1401.16,7707.36,6
13,-nan,0,0,0
14,45328.2,3757.35,241904,8
15,19421.3,16507.2,23295.9,3
16,226680,226680,226680,1
17,12080.2,2189.08,20546.7,7
18,-nan,0,0,0
19,48861.2,3970.4,162651,6
20,66138,5042.85,253339,9
21,274769,274769,274769,1
22,45132.6,3776.49,212041,7
