1,33646.5,1142.99,130404,8
2,9314.97,4233.24,14281.9,9
3,142672,7697.83,282271,4
4,17461.2,10378.2,23472.9,6
5,12352,3539.81,40409.6,10
6,1898.43,392.106,6695.27,8
7,94013.3,16163.6,247608,3
8,63576.4,6478.05,296740,9
9,160871,8387.5,284451,3
10,-nan,0,0,0
11,7162.97,5435.41,13058.1,5
12,12057.1,2166.41,21306.6,6
13,-nan,0,0,0
14,114849,4210.04,279865,5
15,18679,15698.6,23009,4
16,38397.9,38397.9,38397.9,1
17,18407.2,10390.7,21072.9,5
18,-nan,0,0,0
19,97516.9,8446.92,249464,4
20,31205.8,5411.5,146800,8
21,37660.3,37660.3,37660.3,1
22,83750.8,7199.57,249957,7
