1,5263.56,5263.56,5263.56,1
2,4511.97,3640.73,5383.2,2
3,23761.7,23761.7,23761.7,1
4,67552.9,28621.4,106484,2
5,-nan,0,0,0
6,5715.68,5715.68,5715.68,1
7,-nan,0,0,0
8,24412.4,24412.4,24412.4,1
9,51922.6,25845,78000.3,2
10,107228,107228,107228,1
11,20352.8,20352.8,20352.8,1
12,-nan,0,0,0
13,-nan,0,0,0
14,-nan,0,0,0
15,-nan,0,0,0
16,694635,69442,1.31983e+06,2
17,6143.28,6143.28,6143.28,1
18,359626,359626,359626,1
19,-nan,0,0,0
20,21644.9,20099.3,23190.5,2
21,786932,380828,1.19304e+06,2
22,-nan,0,0,0
