1,30797.6,30797.6,30797.6,1
2,-nan,0,0,0
3,25610.4,25610.4,25610.4,1
4,8776.93,8776.93,8776.93,1
5,36321.2,36321.2,36321.2,1
6,161.898,161.898,161.898,1
7,-nan,0,0,0
8,-nan,0,0,0
9,29205.5,29205.5,29205.5,1
10,-nan,0,0,0
11,-nan,0,0,0
12,529.865,529.865,529.865,1
13,-nan,0,0,0
14,-nan,0,0,0
15,13569.1,13569.1,13569.1,1
16,26271,26271,26271,1
17,30416.2,30416.2,30416.2,1
18,39442.6,39442.6,39442.6,1
19,42370.4,42370.4,42370.4,1
20,-nan,0,0,0
21,45489.1,45489.1,45489.1,1
22,17384.4,17384.4,17384.4,1
