1,11250.4,1718.99,23972.9,7
2,7707.56,4124.98,11067.5,10
3,27008.4,6043.08,41872.2,5
4,18805.5,6699.71,22395.1,6
5,70055.1,2951.88,255981,9
6,1032.57,263.159,3360.58,6
7,10735.5,10735.5,10735.5,1
8,43382.2,2556.22,218407,9
9,10372.8,7724.09,15302.7,4
10,-nan,0,0,0
11,26953,3143.98,153374,7
12,9786.46,1641.1,20622.7,6
13,35494.1,35494.1,35494.1,1
14,16596.6,13670.4,20855.6,3
15,16190.4,13592.3,19570.5,5
16,26666.6,26666.6,26666.6,1
17,14885.5,2768.32,20399.8,5
18,-nan,0,0,0
19,21370.1,21370.1,21370.1,1
20,35013.2,6172.1,224439,9
21,28629.8,28629.8,28629.8,1
22,17709.6,4868.71,28245.5,7
