1,5036.57,5036.57,5036.57,1
2,5528.56,5528.56,5528.56,1
3,24642.6,24642.6,24642.6,1
4,21910,18506,25314,2
5,-nan,0,0,0
6,-nan,0,0,0
7,129612,129612,129612,1
8,13030.3,13030.3,13030.3,1
9,44757.4,44221.4,45293.4,2
10,-nan,0,0,0
11,8791.84,3325.77,14257.9,2
12,17145.8,15131.1,19160.4,2
13,578362,578362,578362,1
14,-nan,0,0,0
15,70449.8,70449.8,70449.8,1
16,6615.11,6615.11,6615.11,1
17,-nan,0,0,0
18,1.6825e+06,1.6825e+06,1.6825e+06,1
19,-nan,0,0,0
20,13770.5,13770.5,13770.5,1
21,118525,118525,118525,1
22,18527.3,18527.3,18527.3,1
