1,2528.72,714.963,7120.3,4
2,2689.71,2689.71,2689.71,1
3,111976,3293.29,220659,2
4,6935.46,5159.73,8050.97,4
5,102826,102826,102826,1
6,640.024,352.705,1675.86,6
7,-nan,0,0,0
8,12077.8,5870.21,29152.2,4
9,6227.51,4248.34,8702.23,3
10,19013.8,19013.8,19013.8,1
11,51339.1,1190.36,201069,4
12,4668.1,2751.71,6584.48,2
13,-nan,0,0,0
14,91756.3,91756.3,91756.3,1
15,5239.97,5239.97,5239.97,1
16,260189,260189,260189,1
17,2711.57,1067.09,4957.45,3
18,-nan,0,0,0
19,7604.11,5141.43,10608.7,3
20,13170.8,9914.88,16426.7,2
21,18719.4,18719.4,18719.4,1
22,24501.7,4206.79,44796.7,2
