1,2491.8,1144.55,5774.46,7
2,40601.6,7132.09,171394,5
3,17107.3,2444.81,43408.7,5
4,65746.7,8892.96,252246,7
5,40805.5,3312.41,109206,7
6,1980.95,238.079,6176.96,8
7,55684.9,12069.3,105167,8
8,10541,3262.8,28122,10
9,50531.6,9717.13,111006,5
10,-nan,0,0,0
11,34036.6,2667.49,90621.9,3
12,6001.76,3121.52,13202.1,5
13,128360,128360,128360,1
14,11056.6,2310.3,33265.5,4
15,14111.7,14111.7,14111.7,1
16,-nan,0,0,0
17,5326.07,886.64,14318.5,7
18,-nan,0,0,0
19,48551.8,4051.73,248031,7
20,8670.12,5879.2,10503.9,5
21,62058.1,25911.2,119865,3
22,6134.13,5248.14,7255.11,3
