1,54278.1,823.387,219132,5
2,9707.14,6587.99,12630.7,8
3,137992,4650.61,271333,2
4,15891.7,7162.63,20761.9,5
5,206009,17621.8,310655,3
6,1227.49,217.061,5709.61,6
7,-nan,0,0,0
8,26642.2,25992.4,27509.6,5
9,43947,26422.3,61471.8,2
10,-nan,0,0,0
11,14695.3,5370.17,56668,9
12,8479.67,3130.91,16299.7,3
13,19509.2,19509.2,19509.2,1
14,-nan,0,0,0
15,14095.3,11970.3,16220.2,2
16,-nan,0,0,0
17,78516.7,17030.1,199979,3
18,-nan,0,0,0
19,26636.3,3231.55,66036,4
20,14183.7,6418.61,18739,3
21,229724,229724,229724,1
22,20502.1,5713.63,32079.5,4
