1,8659.21,5150.15,12168.3,2
2,15547.5,6486.9,24608.1,2
3,45457.4,36765.2,57915,3
4,-nan,0,0,0
5,14822.5,14204.3,15440.8,2
6,2740.21,2740.21,2740.21,1
7,584563,584563,584563,1
8,13040.8,13040.8,13040.8,1
9,66530.5,66530.5,66530.5,1
10,544846,544846,544846,1
11,24993.4,17344.4,32642.4,2
12,11493.1,11029.7,11956.5,2
13,65440.7,65440.7,65440.7,1
14,11919.4,11919.4,11919.4,1
15,88592.8,88592.8,88592.8,1
16,-nan,0,0,0
17,21624.4,18869.3,24379.4,2
18,-nan,0,0,0
19,39389.6,23389.1,55390.2,2
20,-nan,0,0,0
21,76165,76165,76165,1
22,41271.9,28465.1,54078.7,2
