1,3253.25,1002.49,8174.3,6
2,7273.85,4676.38,9778.69,6
3,52754.3,3313.99,156110,7
4,14371.9,6813.89,23560.8,7
5,4176.71,2331.44,9282.2,7
6,587.101,247.522,1264.03,9
7,41804.9,12048.5,158321,6
8,69431.3,4613.67,277073,10
9,67567.1,9069.57,207240,6
10,-nan,0,0,0
11,4119.81,1354.55,5970.24,3
12,8857,3640.34,19992.2,5
13,-nan,0,0,0
14,32238.4,3152.26,111782,4
15,8043.39,4301.26,11785.5,2
16,-nan,0,0,0
17,47804.8,1970.1,157200,4
18,-nan,0,0,0
19,58545.3,3274.14,193060,7
20,9675.67,7056.76,15809.5,5
21,80858.5,24578.8,286122,5
22,9625.42,4144.69,15106.1,2
