1,71446.6,909.32,212726,6
2,7236.54,2753.18,9967.71,6
3,14817.7,2788.62,25948.7,4
4,97645.7,5562.33,144467,3
5,8194.35,2428.33,12590.4,6
6,340.676,340.676,340.676,1
7,46570.9,14523.6,110025,3
8,5026.81,1727.18,11173.8,4
9,13497,9864.19,19063.3,5
10,36331.7,36331.7,36331.7,1
11,6597,5257.3,8956.38,3
12,6512.64,6512.64,6512.64,1
13,-nan,0,0,0
14,5208.18,2601.26,9052.32,4
15,18094.8,12257.7,31060,4
16,23174.6,23174.6,23174.6,1
17,10798.2,1571.38,17516.6,3
18,-nan,0,0,0
19,31172.3,5191.84,79262,3
20,45976.3,10523.7,141058,4
21,22538.1,22538.1,22538.1,1
22,15413.2,3019.64,22516.8,5
