1,208939,162982,254896,2
2,49352.1,39538,66659.5,3
3,-nan,0,0,0
4,47887.9,27760.5,58210.6,5
5,194203,194203,194203,1
6,60436.1,25069.1,78289.1,7
7,131235,55110.9,176650,3
8,140198,54613.3,164474,7
9,-nan,0,0,0
10,337255,337255,337255,1
11,40517,37868.9,43165.1,2
12,107382,63046.9,125973,5
13,196098,192909,202135,6
14,75034.5,75007.8,75061.2,2
15,30854.8,30854.8,30854.8,1
16,54166.6,53850.9,54773.9,3
17,-nan,0,0,0
18,256147,256147,256147,1
19,85220.2,41399.9,111889,3
20,-nan,0,0,0
21,201177,192843,209512,2
22,59324.5,55034.9,62699.5,3
