1,16602.3,16504.1,16700.6,2
2,3935.01,3935.01,3935.01,1
3,-nan,0,0,0
4,2844.24,1919.25,3769.22,2
5,3037.02,3037.02,3037.02,1
6,2956.6,2931.52,2981.68,2
7,4851.43,4851.43,4851.43,1
8,8871.59,7609.04,10134.1,2
9,13443.1,13443.1,13443.1,1
10,14645.2,14645.2,14645.2,1
11,1319.62,1310.58,1328.65,2
12,5140,5140,5140,1
13,14984,14640,15327.9,2
14,3899.75,3306.55,4492.95,2
15,4189.4,4189.4,4189.4,1
16,1986.86,1974.41,1999.31,2
17,-nan,0,0,0
18,26113.4,25964.6,26262.2,2
19,5051.13,4646.32,5455.95,2
20,-nan,0,0,0
21,9407.18,9407.18,9407.18,1
22,-nan,0,0,0
