1,16488,16488,16488,1
2,-nan,0,0,0
3,11240.2,11240.2,11240.2,1
4,2184.93,1908.7,2641.36,3
5,-nan,0,0,0
6,6598.84,2962.61,8416.99,3
7,5209.35,5209.35,5209.35,1
8,6575.57,6364.73,6786.41,2
9,15407.3,11844.3,18970.3,2
10,18963.6,13695.5,24231.8,2
11,-nan,0,0,0
12,-nan,0,0,0
13,15882.2,14410.9,17387.4,3
14,2966.92,2966.92,2966.92,1
15,-nan,0,0,0
16,1970.1,1970.1,1970.1,1
17,25718,20177.2,36766.9,3
18,26981.5,25639.5,29684,4
19,6208.21,3999.56,8416.85,2
20,18223.4,17970.4,18476.3,2
21,6856.32,6272.79,8001.9,3
22,3521.5,3521.5,3521.5,1
