1,17054.4,17054.4,17054.4,1
2,-nan,0,0,0
3,-nan,0,0,0
4,2147.17,2147.17,2147.17,1
5,3610.83,3610.83,3610.83,1
6,6241.52,6241.52,6241.52,1
7,5506.31,5506.31,5506.31,1
8,5864.05,5864.05,5864.05,1
9,-nan,0,0,0
10,-nan,0,0,0
11,1939.99,1939.99,1939.99,1
12,5554.4,5554.4,5554.4,1
13,15497.9,15497.9,15497.9,1
14,4594.51,4594.51,4594.51,1
15,4352.2,4352.2,4352.2,1
16,2126.51,2126.51,2126.51,1
17,-nan,0,0,0
18,25470.4,25470.4,25470.4,1
19,6106.87,6106.87,6106.87,1
20,-nan,0,0,0
21,9837.46,9837.46,9837.46,1
22,-nan,0,0,0
