1,16469.2,16398.4,16567,3
2,2624.41,2416.47,2771.01,4
3,6206.48,4778.62,10220,4
4,3544.13,1500.66,5587.59,2
5,2339.89,2324.94,2369.46,3
6,2582.86,2461.96,2703.75,2
7,4683.81,4643.31,4724.3,2
8,4789.53,4235.34,6090.61,4
9,12547.8,12020.9,13097,3
10,9224.21,9189.98,9258.43,2
11,1911.64,1424.48,2452.8,3
12,5971.36,4191.85,7891.89,3
13,13817.1,13600.2,14034.1,2
14,2881.71,2866.3,2911.85,3
15,3112.5,3107.74,3117.25,2
16,1969.32,1953.65,1980.38,3
17,35214.1,34757.1,35671.1,2
18,23953.5,23787.1,24120,2
19,4134.5,4020.62,4248.38,2
20,17332.9,16820.9,17844.8,2
21,5777.7,5577.26,5882.56,3
22,3644.35,2477.58,4811.12,2
