1,110.601,45.0031,415.314,254
2,25.4297,13.4368,91.5877,253
3,169.703,54.8072,611.255,252
4,49.3354,14.8065,151.547,253
5,99.516,23.2346,390.807,255
6,23.1496,11.3456,67.8261,254
7,67.536,27.595,173.91,255
8,80.6796,27.7315,470.4,255
9,823.688,169.327,1318.35,253
10,328.836,97.3449,771.569,255
11,17.5637,8.5419,65.9585,254
12,41.8046,17.8846,130.469,256
13,690.267,321.469,1247.56,256
14,40.4105,17.8299,166.543,256
15,36.5818,19.0893,89.2299,255
16,107.099,53.3371,406.161,255
17,61.6056,27.1121,179.261,255
18,514.769,246.749,1034.46,253
19,29.1123,14.2591,78.4421,254
20,40.8858,20.5906,117.94,253
21,367.392,66.3509,684.168,255
22,40.7098,19.1282,199.664,254
