1,2850.32,1780.41,3477.8,3
2,22.9119,13.3958,54.5342,6
3,15118.1,7222.09,21908.1,4
4,7708.94,1995.63,29528.1,8
5,8930.62,2386.79,16714.5,7
6,8848.21,974.926,15594.7,9
7,9663.74,5167.68,20982.6,9
8,11722.2,2245.63,14902.6,8
9,37569,35218.4,41015.2,5
10,34311.4,28385.4,47629.2,10
11,339.005,15.4337,1225.11,9
12,13109.9,1777.05,24629.8,6
13,7945.05,5916.29,13791.2,7
14,8530.53,2705.17,13647.8,7
15,12445.4,6067.79,15299.5,9
16,945.727,72.6538,4653.56,8
17,8954.01,1739.55,15515.7,6
18,11089.8,8387.22,14931.1,6
19,8859.04,1018.98,13680.6,7
20,6444.7,1076.27,13641.6,7
21,23867.1,19816.4,32540.4,8
22,1206.19,120.027,2730.45,11
