1,2313.46,1243.18,4059.17,10
2,1533.95,372.274,9491.64,11
3,1735.73,799.246,3178.02,10
4,1484.63,744.864,2599.25,10
5,2966.61,1042.17,9344.75,11
6,678.245,109.332,2931.41,11
7,1660.74,753.604,2948.15,11
8,2048.29,1137,4310.95,11
9,6953.58,4012.61,10943.8,10
10,2995.99,1243.83,8064.5,11
11,574.443,166.325,1512.57,10
12,2007.37,846.628,4591.33,10
13,8451.28,4980.28,12349.4,11
14,909.058,560.411,1615.49,10
15,649.161,292.594,2715.64,11
16,1676.38,927.902,2835.43,10
17,1622.52,747.513,3062.32,11
18,4125.52,2577.7,8079.23,10
19,2392.14,427.044,7703.84,10
20,2309.26,877.646,9004.87,11
21,6470.06,1904.49,14037.2,10
22,859.791,537.969,1265.05,10
