1,5867.79,5750.9,5984.68,2
2,-nan,0,0,0
3,-nan,0,0,0
4,1975.54,1554.7,2396.38,2
5,-nan,0,0,0
6,5276.36,5110.8,5441.93,2
7,-nan,0,0,0
8,2073.67,1950.9,2196.44,2
9,5609.91,5457.27,5762.56,2
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,1463.99,1098.7,1829.28,2
14,4871.26,4313.19,5429.34,2
15,-nan,0,0,0
16,10272.8,9521.51,11024.1,2
17,7876.17,7876.17,7876.17,1
18,15780.6,15544.7,16016.5,2
19,2881.06,2615.79,3146.33,2
20,7118.19,7036.28,7200.1,2
21,40713.3,40600.4,40826.2,2
22,3440.68,3440.68,3440.68,1
