1,5890.46,5890.46,5890.46,1
2,1601.29,1601.29,1601.29,1
3,3270.49,3270.49,3270.49,1
4,590.54,590.54,590.54,1
5,24983.4,24983.4,24983.4,1
6,-nan,0,0,0
7,2582.1,2582.1,2582.1,1
8,473.493,473.493,473.493,1
9,3811.23,3811.23,3811.23,1
10,38564.6,38564.6,38564.6,1
11,4140.5,4140.5,4140.5,1
12,4045.45,4045.45,4045.45,1
13,-nan,0,0,0
14,3686.95,3686.95,3686.95,1
15,-nan,0,0,0
16,-nan,0,0,0
17,7420.43,7420.43,7420.43,1
18,10564.2,10564.2,10564.2,1
19,1061.38,1061.38,1061.38,1
20,5332.67,5332.67,5332.67,1
21,-nan,0,0,0
22,-nan,0,0,0
