1,6850.54,6850.54,6850.54,1
2,-nan,0,0,0
3,-nan,0,0,0
4,1658.38,1658.38,1658.38,1
5,-nan,0,0,0
6,5805.25,5805.25,5805.25,1
7,-nan,0,0,0
8,2235.55,2235.55,2235.55,1
9,5480.57,5480.57,5480.57,1
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,1112.79,1112.79,1112.79,1
14,5394.71,5394.71,5394.71,1
15,-nan,0,0,0
16,10830.1,10830.1,10830.1,1
17,7582.09,7582.09,7582.09,1
18,16124.6,16124.6,16124.6,1
19,1434.67,1434.67,1434.67,1
20,8206.43,8206.43,8206.43,1
21,40934.4,40934.4,40934.4,1
22,3445.78,3445.78,3445.78,1
