1,-nan,0,0,0
2,1373.75,1373.75,1373.75,1
3,-nan,0,0,0
4,301.004,301.004,301.004,1
5,25050.4,24776,25324.9,2
6,4127.35,4127.35,4127.35,1
7,1997.45,1997.45,1997.45,1
8,532.016,532.016,532.016,1
9,-nan,0,0,0
10,36781.4,36781.4,36781.4,1
11,3199.46,3199.46,3199.46,1
12,2958.1,2958.1,2958.1,1
13,784.113,697.579,870.646,2
14,2990.76,2990.76,2990.76,1
15,-nan,0,0,0
16,8202.27,8202.27,8202.27,1
17,5878.66,5823.96,5933.36,2
18,10046.4,9756.74,10336.1,2
19,686.982,686.982,686.982,1
20,4574.42,3835.05,5313.79,2
21,31233.8,31200,31267.6,2
22,-nan,0,0,0
