1,6337.37,6134.29,6440.88,3
2,1892.3,1892.3,1892.3,1
3,3812.87,3213.27,4412.47,2
4,1709.21,708.567,2415.64,4
5,-nan,0,0,0
6,5229.2,4841.48,5738.31,3
7,4252.05,4252.05,4252.05,1
8,1807.06,1559.77,2054.35,2
9,5250.78,4469.74,6345.71,3
10,46526.5,46526.5,46526.5,1
11,-nan,0,0,0
12,-nan,0,0,0
13,1139.16,1120.76,1166.05,3
14,5320.41,4646.87,5738.45,3
15,-nan,0,0,0
16,10411,9940.45,10881.6,2
17,8234.45,7606.14,9181.73,3
18,15619.1,14749.5,16538.6,4
19,1901.51,1356.97,2532.08,3
20,6715.85,5936.43,7495.26,2
21,42221.4,40721.4,44202,3
22,3257.69,2971.28,3810.7,3
