1,6313.38,6023.22,6603.55,2
2,2707.06,2707.06,2707.06,1
3,-nan,0,0,0
4,2188.72,1698.07,2679.38,2
5,35621,35621,35621,1
6,6190.16,5461.4,6918.92,2
7,3260.74,3260.74,3260.74,1
8,2126.09,1899.08,2353.1,2
9,5578.33,5578.33,5578.33,1
10,51619.6,51619.6,51619.6,1
11,4281.55,4026.6,4536.51,2
12,5678.09,5678.09,5678.09,1
13,1183.48,1151.51,1215.45,2
14,4125.2,4125.2,4125.2,1
15,-nan,0,0,0
16,12815.6,12639.9,12991.3,2
17,-nan,0,0,0
18,16363.6,15697.2,17030,2
19,2681.32,2424.15,2938.48,2
20,-nan,0,0,0
21,-nan,0,0,0
22,-nan,0,0,0
