1,6131.51,5837.4,6713.16,3
2,1797.18,1790.37,1809.1,3
3,6983.4,2244.6,15374,3
4,410.413,410.413,410.413,1
5,31921.7,30436.4,33477.8,3
6,5127.33,4808.29,5446.37,2
7,3482.17,2716.35,4247.99,2
8,843.817,672.698,1014.94,2
9,4207.02,3881.09,4532.95,2
10,43539.8,43539.8,43539.8,1
11,4077.14,3995.83,4177.25,3
12,4418.99,3653.87,5334.06,3
13,1131.59,957.052,1360.26,3
14,-nan,0,0,0
15,24683.3,24683.3,24683.3,1
16,9715.37,9382.17,10048.6,2
17,8386.26,7730.38,9271.55,3
18,14155,14155,14155,1
19,1249.31,955.405,1397.78,3
20,-nan,0,0,0
21,40950.6,39826.1,42075.1,2
22,2874.74,2856.55,2892.93,2
