1,1513.35,488.811,5128.12,33
2,298.369,129.952,744.534,35
3,2875.61,1138.35,6447.21,35
4,2132.25,909.226,6846.98,33
5,4022.15,1649.64,13612.7,35
6,533.245,156.286,3708.99,33
7,3656.08,1363.9,9537.1,35
8,3583.06,1278.74,13715.5,35
9,4301.26,1727.05,9327.48,34
10,1649.08,546.678,13724,35
11,2932.79,659.487,7759.03,35
12,2225.79,556.435,6080.26,33
13,3059.38,1291.38,9605.59,35
14,1005.5,316.063,6506.83,34
15,2276.01,868.745,5396.12,35
16,2279.28,964.161,6542.31,34
17,907.107,294.161,5990.38,33
18,2738.46,1338.59,6362.08,35
19,1031.45,171.405,8449.68,37
20,5221.41,1880.98,13496,32
21,4389.94,2267.2,6814.16,34
22,2183.93,892.554,6825.87,34
