1,1396.73,1133.32,1856.83,10
2,403.932,46.1852,1170.65,10
3,1180.7,770.346,1675.35,10
4,1183.87,642.605,1782.58,11
5,1407.55,933.001,1959,10
6,280.283,68.9729,960.12,10
7,1092.96,630.982,1762.16,10
8,1255.11,909.566,1907.61,10
9,4507.12,3508.25,5902.66,10
10,1547.89,908.452,1818.46,10
11,253.792,82.9203,896.224,10
12,808.84,398.602,1729.5,10
13,3049.46,1895.8,5276.87,10
14,609.931,334.468,1228.43,10
15,465.171,236.189,944.921,11
16,1101.26,540.244,1846.1,10
17,960.752,528.18,1609.38,11
18,2815.33,2113.79,3926.34,10
19,536.936,238.767,1107.67,10
20,990.147,295.099,2893.56,10
21,2980.84,2147.89,4205.88,10
22,715.632,390.232,1264.83,10
